2016-12-27T06:40:39.594+0000 I -        [conn8] end connection 127.0.0.1:33672 (2 connections now open)
2016-12-27T06:40:39.594+0000 I -        [conn7] end connection 127.0.0.1:33532 (1 connection now open)
2016-12-27T06:42:04.971+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:33680 #12 (1 connection now open)
2016-12-27T06:42:04.980+0000 I NETWORK  [conn12] received client metadata from 127.0.0.1:33680 conn12: { driver: { name: "nodejs", version: "2.2.16" }, os: { type: "Linux", name: "linux", architecture: "x64", version: "4.4.0-57-generic" }, platform: "Node.js v7.3.0, LE, mongodb-core: 2.1.2" }
2016-12-27T06:42:25.642+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:33820 #13 (2 connections now open)
2016-12-27T06:42:25.646+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:33822 #14 (3 connections now open)
2016-12-27T06:42:25.646+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:33824 #15 (4 connections now open)
2016-12-27T06:42:25.647+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:33826 #16 (5 connections now open)
2016-12-27T09:00:57.505+0000 I COMMAND  [ftdc] serverStatus was very slow: { after basic: 10, after asserts: 10, after backgroundFlushing: 10, after connections: 10, after dur: 10, after extra_info: 20, after globalLock: 35, after locks: 80, after network: 93, after opLatencies: 93, after opcounters: 93, after opcountersRepl: 93, after repl: 93, after security: 93, after storageEngine: 93, after tcmalloc: 990, after wiredTiger: 1141, at end: 1475 }
2016-12-27T10:42:16.102+0000 I COMMAND  [ftdc] serverStatus was very slow: { after basic: 110, after asserts: 261, after backgroundFlushing: 292, after connections: 395, after dur: 405, after extra_info: 483, after globalLock: 511, after locks: 609, after network: 619, after opLatencies: 635, after opcounters: 645, after opcountersRepl: 645, after repl: 669, after security: 696, after storageEngine: 843, after tcmalloc: 1013, after wiredTiger: 1581, at end: 1926 }
2016-12-27T10:42:16.148+0000 I -        [conn13] end connection 127.0.0.1:33820 (5 connections now open)
2016-12-27T10:42:16.148+0000 I -        [conn14] end connection 127.0.0.1:33822 (5 connections now open)
2016-12-27T10:42:16.148+0000 I -        [conn16] end connection 127.0.0.1:33826 (5 connections now open)
2016-12-27T10:42:16.149+0000 I -        [conn15] end connection 127.0.0.1:33824 (5 connections now open)
2016-12-27T10:42:16.149+0000 I -        [conn12] end connection 127.0.0.1:33680 (5 connections now open)
2016-12-27T10:42:17.940+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:35052 #17 (1 connection now open)
2016-12-27T10:42:17.958+0000 I NETWORK  [conn17] received client metadata from 127.0.0.1:35052 conn17: { driver: { name: "nodejs", version: "2.2.16" }, os: { type: "Linux", name: "linux", architecture: "x64", version: "4.4.0-57-generic" }, platform: "Node.js v7.3.0, LE, mongodb-core: 2.1.2" }
2016-12-27T10:42:39.475+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:35192 #18 (2 connections now open)
2016-12-27T10:42:39.475+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:35194 #19 (3 connections now open)
2016-12-27T10:42:39.475+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:35196 #20 (4 connections now open)
2016-12-27T10:42:39.475+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:35198 #21 (5 connections now open)
2016-12-27T14:51:38.211+0000 I -        [conn18] end connection 127.0.0.1:35192 (5 connections now open)
2016-12-27T14:51:38.211+0000 I -        [conn20] end connection 127.0.0.1:35196 (5 connections now open)
2016-12-27T14:51:38.211+0000 I -        [conn19] end connection 127.0.0.1:35194 (5 connections now open)
2016-12-27T14:51:38.211+0000 I -        [conn21] end connection 127.0.0.1:35198 (5 connections now open)
2016-12-27T14:51:38.211+0000 I -        [conn17] end connection 127.0.0.1:35052 (5 connections now open)
2016-12-27T14:51:39.841+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:36982 #22 (1 connection now open)
2016-12-27T14:51:39.860+0000 I NETWORK  [conn22] received client metadata from 127.0.0.1:36982 conn22: { driver: { name: "nodejs", version: "2.2.16" }, os: { type: "Linux", name: "linux", architecture: "x64", version: "4.4.0-57-generic" }, platform: "Node.js v7.3.0, LE, mongodb-core: 2.1.2" }
2016-12-27T14:52:03.276+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:37122 #23 (2 connections now open)
2016-12-27T14:52:03.276+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:37124 #24 (3 connections now open)
2016-12-27T14:52:03.276+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:37126 #25 (4 connections now open)
2016-12-27T14:52:03.276+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:37128 #26 (5 connections now open)
2016-12-27T17:52:24.829+0000 I COMMAND  [conn25] command admin.$cmd command: isMaster { ismaster: true } numYields:0 reslen:189 locks:{} protocol:op_query 161ms
2016-12-27T17:52:29.120+0000 I COMMAND  [ftdc] serverStatus was very slow: { after basic: 102, after asserts: 183, after backgroundFlushing: 183, after connections: 203, after dur: 203, after extra_info: 254, after globalLock: 264, after locks: 314, after network: 345, after opLatencies: 375, after opcounters: 385, after opcountersRepl: 385, after repl: 426, after security: 436, after storageEngine: 507, after tcmalloc: 578, after wiredTiger: 1034, at end: 1591 }
2016-12-27T17:52:33.452+0000 I COMMAND  [ftdc] serverStatus was very slow: { after basic: 121, after asserts: 233, after backgroundFlushing: 273, after connections: 334, after dur: 344, after extra_info: 395, after globalLock: 445, after locks: 587, after network: 689, after opLatencies: 729, after opcounters: 760, after opcountersRepl: 760, after repl: 790, after security: 800, after storageEngine: 881, after tcmalloc: 1044, after wiredTiger: 1469, at end: 1966 }
2016-12-27T17:52:37.705+0000 I COMMAND  [ftdc] serverStatus was very slow: { after basic: 152, after asserts: 273, after backgroundFlushing: 314, after connections: 364, after dur: 374, after extra_info: 415, after globalLock: 435, after locks: 506, after network: 537, after opLatencies: 567, after opcounters: 577, after opcountersRepl: 577, after repl: 618, after security: 628, after storageEngine: 739, after tcmalloc: 1023, after wiredTiger: 1500, at end: 2209 }
2016-12-27T17:52:42.512+0000 I COMMAND  [ftdc] serverStatus was very slow: { after basic: 182, after asserts: 364, after backgroundFlushing: 506, after connections: 709, after dur: 841, after extra_info: 942, after globalLock: 1094, after locks: 1236, after network: 1256, after opLatencies: 1277, after opcounters: 1287, after opcountersRepl: 1287, after repl: 1317, after security: 1327, after storageEngine: 1368, after tcmalloc: 1459, after wiredTiger: 1692, at end: 2118 }
2016-12-27T17:52:49.795+0000 I COMMAND  [ftdc] serverStatus was very slow: { after basic: 102, after asserts: 204, after backgroundFlushing: 234, after connections: 285, after dur: 295, after extra_info: 376, after globalLock: 559, after locks: 782, after network: 964, after opLatencies: 1126, after opcounters: 1289, after opcountersRepl: 1420, after repl: 1654, after security: 1836, after storageEngine: 2252, after tcmalloc: 2698, after wiredTiger: 3965, at end: 5488 }
2016-12-27T17:52:54.852+0000 I COMMAND  [ftdc] serverStatus was very slow: { after basic: 152, after asserts: 253, after backgroundFlushing: 273, after connections: 314, after dur: 324, after extra_info: 354, after globalLock: 385, after locks: 425, after network: 446, after opLatencies: 476, after opcounters: 486, after opcountersRepl: 486, after repl: 517, after security: 537, after storageEngine: 618, after tcmalloc: 689, after wiredTiger: 922, at end: 1439 }
2016-12-27T17:53:01.946+0000 I COMMAND  [ftdc] serverStatus was very slow: { after basic: 182, after asserts: 314, after backgroundFlushing: 334, after connections: 426, after dur: 557, after extra_info: 729, after globalLock: 922, after locks: 1216, after network: 1378, after opLatencies: 1540, after opcounters: 1672, after opcountersRepl: 1823, after repl: 2006, after security: 2127, after storageEngine: 2361, after tcmalloc: 2624, after wiredTiger: 3151, at end: 4347 }
2016-12-27T17:53:19.839+0000 I -        [conn22] end connection 127.0.0.1:36982 (5 connections now open)
2016-12-27T17:53:19.839+0000 I -        [conn25] end connection 127.0.0.1:37126 (5 connections now open)
2016-12-27T17:53:19.839+0000 I -        [conn24] end connection 127.0.0.1:37124 (5 connections now open)
2016-12-27T17:53:19.839+0000 I -        [conn26] end connection 127.0.0.1:37128 (5 connections now open)
2016-12-27T17:53:19.839+0000 I -        [conn23] end connection 127.0.0.1:37122 (5 connections now open)
2016-12-27T17:53:19.825+0000 I COMMAND  [ftdc] serverStatus was very slow: { after basic: 192, after asserts: 486, after backgroundFlushing: 668, after connections: 1226, after dur: 1530, after extra_info: 1945, after globalLock: 2502, after locks: 4377, after network: 4752, after opLatencies: 5259, after opcounters: 5695, after opcountersRepl: 6039, after repl: 6657, after security: 6931, after storageEngine: 7549, after tcmalloc: 8614, after wiredTiger: 14034, at end: 14217 }
2016-12-27T17:53:21.594+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:38106 #27 (1 connection now open)
2016-12-27T17:53:21.605+0000 I NETWORK  [conn27] received client metadata from 127.0.0.1:38106 conn27: { driver: { name: "nodejs", version: "2.2.16" }, os: { type: "Linux", name: "linux", architecture: "x64", version: "4.4.0-57-generic" }, platform: "Node.js v7.3.0, LE, mongodb-core: 2.1.2" }
2016-12-27T17:53:41.541+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:38246 #28 (2 connections now open)
2016-12-27T17:53:41.541+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:38248 #29 (3 connections now open)
2016-12-27T17:53:41.541+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:38250 #30 (4 connections now open)
2016-12-27T17:53:41.541+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:38252 #31 (5 connections now open)
2016-12-27T22:21:38.376+0000 I -        [conn27] end connection 127.0.0.1:38106 (5 connections now open)
2016-12-27T22:21:38.376+0000 I -        [conn29] end connection 127.0.0.1:38248 (5 connections now open)
2016-12-27T22:21:38.376+0000 I -        [conn30] end connection 127.0.0.1:38250 (5 connections now open)
2016-12-27T22:21:38.376+0000 I -        [conn28] end connection 127.0.0.1:38246 (5 connections now open)
2016-12-27T22:21:38.376+0000 I -        [conn31] end connection 127.0.0.1:38252 (5 connections now open)
2016-12-27T22:21:40.011+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:40034 #32 (1 connection now open)
2016-12-27T22:21:40.034+0000 I NETWORK  [conn32] received client metadata from 127.0.0.1:40034 conn32: { driver: { name: "nodejs", version: "2.2.16" }, os: { type: "Linux", name: "linux", architecture: "x64", version: "4.4.0-57-generic" }, platform: "Node.js v7.3.0, LE, mongodb-core: 2.1.2" }
2016-12-27T22:21:59.769+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:40174 #33 (2 connections now open)
2016-12-27T22:21:59.769+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:40176 #34 (3 connections now open)
2016-12-27T22:21:59.769+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:40178 #35 (4 connections now open)
2016-12-27T22:21:59.769+0000 I NETWORK  [thread1] connection accepted from 127.0.0.1:40180 #36 (5 connections now open)
2016-12-28T00:22:52.285+0000 I COMMAND  [conn34] command excited.events command: findAndModify { findandmodify: "events", query: { url: "http://thehoneycombers.com/singapore/event/trivia-tuesdays-at-mcgettigans/" }, new: false, remove: false, upsert: true, update: { $set: { updatedAt: new Date(1482884571008), url: "http://thehoneycombers.com/singapore/event/trivia-tuesdays-at-mcgettigans/", title: "Trivia Tuesdays at McGettigan’s", category: "Music and Nightlife", startDate: new Date(1470700800000), endDate: new Date(1496707200000), location: "McGettigan's Clarke Quay", date: "Tuesday, August 9 - Tuesday, June 6", venue: "McGettigan's Clarke Quay", contact: "clarkequay@mcgettigans.com", website: "www.mcgettigans.com/trivia-tuesday-clarke-quay-singapore", description: "Join in the fun for 5 rounds of trivia at McGettigan’s weekly pub quiz. Great prizes to be won including bar tabs, beer buckets and more. Teams of 4...", pictureUrl: "http://d22ir9aoo7cbf6.cloudfront.net/wp-content/uploads/sites/2/2016/08/e14ee2-Trivia-Tuesdays-850x400-banner.jpg", googleMapsAlt: null }, $setOnInsert: { __v: 0, createdAt: new Date(1482884571008) } }, writeConcern: { w: 1 } } planSummary: COLLSCAN update: { $set: { updatedAt: new Date(1482884571008), url: "http://thehoneycombers.com/singapore/event/trivia-tuesdays-at-mcgettigans/", title: "Trivia Tuesdays at McGettigan’s", category: "Music and Nightlife", startDate: new Date(1470700800000), endDate: new Date(1496707200000), location: "McGettigan's Clarke Quay", date: "Tuesday, August 9 - Tuesday, June 6", venue: "McGettigan's Clarke Quay", contact: "clarkequay@mcgettigans.com", website: "www.mcgettigans.com/trivia-tuesday-clarke-quay-singapore", description: "Join in the fun for 5 rounds of trivia at McGettigan’s weekly pub quiz. Great prizes to be won including bar tabs, beer buckets and more. Teams of 4...", pictureUrl: "http://d22ir9aoo7cbf6.cloudfront.net/wp-content/uploads/sites/2/2016/08/e14ee2-Trivia-Tuesdays-850x400-banner.jpg", googleMapsAlt: null }, $setOnInsert: { __v: 0, createdAt: new Date(1482884571008) } } keysExamined:0 docsExamined:55 nMatched:1 nModified:1 numYields:0 reslen:999 locks:{ Global: { acquireCount: { r: 1, w: 1 } }, Database: { acquireCount: { w: 1 } }, Collection: { acquireCount: { w: 1 } } } protocol:op_query 195ms
2016-12-28T00:22:52.287+0000 I COMMAND  [conn33] command excited.events command: findAndModify { findandmodify: "events", query: { url: "http://thehoneycombers.com/singapore/event/art-exhibitions-in-september-10-things-you-never-knew-about-pioneering-singapore-ceramic-artist-iskandar-jalil/" }, new: false, remove: false, upsert: true, update: { $set: { updatedAt: new Date(1482884571136), url: "http://thehoneycombers.com/singapore/event/art-exhibitions-in-september-10-things-you-never-knew-about-pioneering-singapore-ceramic-artist-iskandar-jalil/", title: "ART EXHIBITIONS IN SEPTEMBER: 10 THINGS YOU NEVER KNEW ABOUT PIONEERING SINGAPORE CERAMIC ARTIST ISKANDAR JALIL", category: "Arts and Culture", startDate: new Date(1472688000000), endDate: new Date(1488240000000), location: "National Gallery Singapore", date: "Thursday, September 1 - Tuesday, February 28", venue: "National Gallery Singapore", contact: "", website: "www.nationalgallery.sg/see-do/programme-detail/203/iskandar-jalil-kembara-tanah-liat-clay-travels", description: "The National Gallery Singapore has, under its belt, an impressive collection of artworks by prominent Southeast Asian and Singaporean artists such as ...", pictureUrl: "http://d22ir9aoo7cbf6.cloudfront.net/wp-content/uploads/sites/2/2016/08/HC-Iskandar1.jpg", googleMapsAlt: "1 St Andrew’s Road, Singapore 178957" }, $setOnInsert: { __v: 0, createdAt: new Date(1482884571136) } }, writeConcern: { w: 1 } } planSummary: COLLSCAN update: { $set: { updatedAt: new Date(1482884571136), url: "http://thehoneycombers.com/singapore/event/art-exhibitions-in-september-10-things-you-never-knew-about-pioneering-singapore-ceramic-artist-iskandar-jalil/", title: "ART EXHIBITIONS IN SEPTEMBER: 10 THINGS YOU NEVER KNEW ABOUT PIONEERING SINGAPORE CERAMIC ARTIST ISKANDAR JALIL", category: "Arts and Culture", startDate: new Date(1472688000000), endDate: new Date(1488240000000), location: "National Gallery Singapore", date: "Thursday, September 1 - Tuesday, February 28", venue: "National Gallery Singapore", contact: "", website: "www.nationalgallery.sg/see-do/programme-detail/203/iskandar-jalil-kembara-tanah-liat-clay-travels", description: "The National Gallery Singapore has, under its belt, an impressive collection of artworks by prominent Southeast Asian and Singaporean artists such as ...", pictureUrl: "http://d22ir9aoo7cbf6.cloudfront.net/wp-content/uploads/sites/2/2016/08/HC-Iskandar1.jpg", googleMapsAlt: "1 St Andrew’s Road, Singapore 178957" }, $setOnInsert: { __v: 0, createdAt: new Date(1482884571136) } } keysExamined:0 docsExamined:12 nMatched:1 nModified:1 numYields:1 reslen:4534 locks:{ Global: { acquireCount: { r: 2, w: 2 } }, Database: { acquireCount: { w: 2 } }, Collection: { acquireCount: { w: 2 } } } protocol:op_query 164ms
2016-12-28T00:22:52.288+0000 I COMMAND  [conn32] command excited.events command: findAndModify { findandmodify: "events", query: { url: "http://thehoneycombers.com/singapore/event/national-gallery-family-weekends/" }, new: false, remove: false, upsert: true, update: { $set: { updatedAt: new Date(1482884571201), url: "http://thehoneycombers.com/singapore/event/national-gallery-family-weekends/", title: "Family Weekend at National Gallery Singapore", category: "Arts and Culture", startDate: new Date(1481328000000), endDate: new Date(1483142400000), location: "National Gallery Singapore, 1 ST. ANDREW’S ROAD SINGA­PORE 178957", date: "Saturday, December 10 - Saturday, December 31", venue: "National Gallery Singapore, 1 ST. ANDREW’S ROAD SINGA­PORE 178957", contact: "claire.yang@nationalgallery.sg", website: "www.nationalgallery.sg", description: "This December, have a splendid family time at the National Gallery Singapore where you can spend time with your little ones by attending the slew of...", pictureUrl: "http://d22ir9aoo7cbf6.cloudfront.net/wp-content/uploads/sites/2/2016/07/Art-Explorers-Dec-2016-930x550.jpg", googleMapsAlt: "Singapore 178957" }, $setOnInsert: { __v: 0, createdAt: new Date(1482884571201) } }, writeConcern: { w: 1 } } planSummary: COLLSCAN update: { $set: { updatedAt: new Date(1482884571201), url: "http://thehoneycombers.com/singapore/event/national-gallery-family-weekends/", title: "Family Weekend at National Gallery Singapore", category: "Arts and Culture", startDate: new Date(1481328000000), endDate: new Date(1483142400000), location: "National Gallery Singapore, 1 ST. ANDREW’S ROAD SINGA­PORE 178957", date: "Saturday, December 10 - Saturday, December 31", venue: "National Gallery Singapore, 1 ST. ANDREW’S ROAD SINGA­PORE 178957", contact: "claire.yang@nationalgallery.sg", website: "www.nationalgallery.sg", description: "This December, have a splendid family time at the National Gallery Singapore where you can spend time with your little ones by attending the slew of...", pictureUrl: "http://d22ir9aoo7cbf6.cloudfront.net/wp-content/uploads/sites/2/2016/07/Art-Explorers-Dec-2016-930x550.jpg", googleMapsAlt: "Singapore 178957" }, $setOnInsert: { __v: 0, createdAt: new Date(1482884571201) } } keysExamined:0 docsExamined:47 nMatched:1 nModified:1 numYields:1 reslen:3180 locks:{ Global: { acquireCount: { r: 2, w: 2 } }, Database: { acquireCount: { w: 2 } }, Collection: { acquireCount: { w: 2 } } } protocol:op_query 133ms
2016-12-28T00:22:52.320+0000 I COMMAND  [conn35] command excited.events command: findAndModify { findandmodify: "events", query: { url: "http://thehoneycombers.com/singapore/event/one-night-in-wuchang-1911-revolution-and-nanyang/" }, new: false, remove: false, upsert: true, update: { $set: { updatedAt: new Date(1482884571365), url: "http://thehoneycombers.com/singapore/event/one-night-in-wuchang-1911-revolution-and-nanyang/", title: "One Night in Wuchang: 1911 Revolution and Nanyang", category: "Arts and Culture", startDate: new Date(1478304000000), endDate: new Date(1493510400000), location: "Sun Yat Sen Nanyang Memorial Hall, 12 Tai Gin Road, Singapore 327874", date: "Saturday, November 5 - Sunday, April 30", venue: "Sun Yat Sen Nanyang Memorial Hall, 12 Tai Gin Road, Singapore 327874", contact: "", website: "sysnmh.org.sg", description: "One Night in Wuchang: 1911 Revolution and Nanyang traces the story of the Wuchang Uprising which marked the beginning of the 1911 Revolution that over...", pictureUrl: "http://d22ir9aoo7cbf6.cloudfront.net/wp-content/uploads/sites/2/2016/10/655cac-One-Night-in-Wuchang_1911-Revolution-and-Nanyang-c-Collection-of-the-19...", googleMapsAlt: "Singapore 327874" }, $setOnInsert: { __v: 0, createdAt: new Date(1482884571365) } }, writeConcern: { w: 1 } } planSummary: COLLSCAN update: { $set: { updatedAt: new Date(1482884571365), url: "http://thehoneycombers.com/singapore/event/one-night-in-wuchang-1911-revolution-and-nanyang/", title: "One Night in Wuchang: 1911 Revolution and Nanyang", category: "Arts and Culture", startDate: new Date(1478304000000), endDate: new Date(1493510400000), location: "Sun Yat Sen Nanyang Memorial Hall, 12 Tai Gin Road, Singapore 327874", date: "Saturday, November 5 - Sunday, April 30", venue: "Sun Yat Sen Nanyang Memorial Hall, 12 Tai Gin Road, Singapore 327874", contact: "", website: "sysnmh.org.sg", description: "One Night in Wuchang: 1911 Revolution and Nanyang traces the story of the Wuchang Uprising which marked the beginning of the 1911 Revolution that over...", pictureUrl: "http://d22ir9aoo7cbf6.cloudfront.net/wp-content/uploads/sites/2/2016/10/655cac-One-Night-in-Wuchang_1911-Revolution-and-Nanyang-c-Collection-of-the-19...", googleMapsAlt: "Singapore 327874" }, $setOnInsert: { __v: 0, createdAt: new Date(1482884571365) } } keysExamined:0 docsExamined:31 nMatched:1 nModified:1 numYields:0 reslen:1605 locks:{ Global: { acquireCount: { r: 1, w: 1 } }, Database: { acquireCount: { w: 1 } }, Collection: { acquireCount: { w: 1 } } } protocol:op_query 133ms
